Order_ID,Customer_ID,Transaction_Date,Customer_City,Product_Category,Quantity,Unit_Price,Discount_Rate,Total_Revenue,Payment_Method,Customer_Rating,Delivery_Status
ORD-1034,CUST-333,2023/02/28 00:00:00,Los Angeles,Fashion & Apparel,5,320.39 USD,0.05,1521.85,Debit,3,Cancelled
ORD-1430,N/A,2023/06/03 00:00:00,miami,Fashion & Apparel,8,646.6 USD,0.05,4914.16,paypal,4.5,delivered
ORD-1263,CUST-207,,los angeles,Electronics,2,$455.09,0.1,819.16,credit card,2,Delivered
ORD-1427,CUST-213,22-Dec-2023,Los Angeles,Home & Kitchen,7,$354.04,0.3,"$1,734.80",N/A,5,Cancelled
ORD-1490,CUST-242,07-Jan-2023,NEW YORK,Beauty & Care,4,$406.20,zero,1381.08,Cryptocurrency,5,Returned
ORD-1366,CUST-304,null,CHICAGO,Fashion & Apparel,2,$144.16,30%,$201.82,Debit,2,Returned
ORD-1091,CUST-184,2023/04/28 00:00:00,Houston,Sports & Fitness,8,725.38 USD,30%,4062.13,Credit Card,1,Delivered
ORD-1339,CUST-307,2023-09-25,LA,Electronics,9999,582.72 USD,5%,"$553,528,641.60",Credit Card,4.5,delivered
ORD-1492,CUST-190,2023/04/22 00:00:00,Houston,Home & Kitchen,6,$384.19,15%,1959.37,PayPal,10,
ORD-1052,CUST-258,24-Aug-2023,CHICAGO,Fashion & Apparel,7,$654.84,0.3,3208.72,Cryptocurrency,4.5,In Transit
ORD-1345,CUST-150,2023/05/06 00:00:00,LA,Home & Kitchen,5,648.88 USD,15%,2757.74,Apple Pay,,UNKNOWN
ORD-1264,CUST-172,2023/07/10 00:00:00,new york,Fashion & Apparel,4,599.4,0.25,"$1,798.20",PayPal,3,Returned
ORD-1241,CUST-339,03-Jul-2023,Houston,Books,6,74.14 USD,0.05,$422.60,credit card,1,
ORD-1013,CUST-133,23-Nov-2023,CHICAGO,Books,3,416.01 USD,,1185.63,Cryptocurrency,1,Returned
ORD-1315,CUST-201,2023-12-24,Seattle,Home & Kitchen,6,€664.69,0.1,3589.33,Credit Card,1,
ORD-1088,CUST-181,2023/12/23 00:00:00,Miami,Fashion & Apparel,4,€236.04,15%,802.54,Apple Pay,4.5,Pending
ORD-1387,CUST-128,2023/10/23 00:00:00,chicago,Electronics,7,€274.17,0.25,"$1,439.39",Apple Pay,5,Pending
ORD-1273,CUST-196,12-Nov-2023,New York,Electronics,6,$271.42,25%,"$1,221.39",paypal,5,delivered
ORD-1166,CUST-331,"Nov 27, 2023",miami,Sports & Fitness,1,640.77 USD,0.2,512.62,Cryptocurrency,2,delivered
ORD-1328,CUST-199,"Nov 27, 2023",chicago,Fashion & Apparel,8,$541.00,0.15,3678.80,Apple Pay,3,UNKNOWN
ORD-1406,CUST-106,2023-08-12,LA,Electronics,2,$ - ,0.05,827.01,paypal,2,UNKNOWN
ORD-1134,CUST-315,"Jul 18, 2023",LA,Beauty & Care,2,$305.18,0.2,$488.29,Apple Pay,2,Pending
ORD-1306,CUST-340,2023/03/05 00:00:00,chicago,Beauty & Care,4,€272.50,0.25,$817.50,Cryptocurrency,4,UNKNOWN
ORD-1361,CUST-267,2023-99-99,Houston,Beauty & Care,1,€446.34,20%,357.07,credit card,3.5,In Transit
ORD-1319,CUST-182,2023/08/10 00:00:00,Los Angeles,Beauty & Care,4,49.52 USD,15%,N/A,apple pay,2,In Transit
ORD-1243,CUST-159,2023-02-06,Los Angeles,Electronics,4,$530.45,0,2121.80,credit card,4,Pending
ORD-1054,CUST-190,2023-09-17,chicago,Electronics,2,467.03 USD,30%,$653.84,Apple Pay,4,delivered
ORD-1363,CUST-108,2023-02-13,NEW YORK,Sports & Fitness,1,€197.53,0.2,158.02,Cryptocurrency,4.5,delivered
ORD-1050,CUST-169,2023/08/15 00:00:00,NY,Home & Kitchen,7,96.5 USD,-,$607.95,paypal,3,Returned
ORD-1472,CUST-188,08/06/2023,CHICAGO,Fashion & Apparel,1,$158.94,20%,127.15,Debit,?,
ORD-1174,CUST-320,2023/09/16 00:00:00,Los Angeles,Fashion & Apparel,2,83.49 USD,0,$166.98,Credit Card,3.5,
ORD-1445,CUST-201,"Jan 20, 2023",Miami,Home & Kitchen,1,$106.37,10%,"$9,573.30",Credit Card,4,Pending
ORD-1189,,2023/06/16 00:00:00,los angeles,Home & Kitchen,3,€449.26,25%,1010.84,Apple Pay,2,Cancelled
ORD-1388,CUST-248,"Aug 04, 2023",NY,Books,1,$164.41,0.15,139.75,PayPal,3.5,UNKNOWN
ORD-1463,,11/06/2023,NY,Beauty & Care,6,$327.49,15%,"$1,670.20",credit card,3,
ORD-1187,CUST-187,27-Apr-2023,LA,Home & Kitchen,8,589.02 USD,15%,"$400,533.60",paypal,4.5,delivered
ORD-1475,CUST-271,2023-02-01,houston,Fashion & Apparel,1,217.51 USD,0.25,$163.13,Apple Pay,5,
ORD-1169,CUST-138,2023/07/07 00:00:00,miami,Books,2,306.64,0.2,490.62,PayPal,3,Delivered
ORD-1058,CUST-256,2023/05/26 00:00:00,Seattle,Beauty & Care,8,$354.33,20%,2267.71,Credit Card,5,delivered
ORD-1474,CUST-313,2023-03-03,new york,Home & Kitchen,4,$496.50,25%,1489.50,Cryptocurrency,4,UNKNOWN
ORD-1048,CUST-205,2023/07/01 00:00:00,LA,Home & Kitchen,4,128.73 USD,0.2,411.94,N/A,?,Delivered
ORD-1344,CUST-278,"Apr 24, 2023",Los Angeles,Fashion & Apparel,8,66.44 USD,5%,$504.94,N/A,,Cancelled
ORD-1235,CUST-292,2023/07/31 00:00:00,NEW YORK,Books,6,54.93 USD,15%,280.14,apple pay,3,In Transit
ORD-1252,CUST-323,2023/07/09 00:00:00,CHICAGO,Unknown,1,232.99 USD,0.2,186.39,Credit Card,3,Delivered
ORD-1021,,2023/06/02 00:00:00,los angeles,Beauty & Care,4,373.85 USD,25%,"$1,121.55",N/A,,Delivered
ORD-1313,CUST-168,01-Feb-2023,New York,Beauty & Care,1,212.83 USD,20%,170.26,N/A,3,In Transit
ORD-1459,CUST-329,2023/05/28 00:00:00,CHICAGO,Books,6,$500.55,5%,"$2,853.14",paypal,?,Pending
ORD-1160,CUST-274,02/08/2023,CHICAGO,Electronics,5,$110.60,0.1,497.70,Debit,3,delivered
ORD-1276,CUST-177,16-Sep-2023,CHICAGO,Fashion & Apparel,8,508.6 USD,0.2,3255.04,Apple Pay,3.5,UNKNOWN
ORD-1443,CUST-320,2023/07/15 00:00:00,NEW YORK,Beauty & Care,5,38.01,0.1,171.04,Cryptocurrency,3.5,UNKNOWN
ORD-1191,CUST-120,08/05/2023,Miami,Sports & Fitness,5,$318.48,10%,"$1,433.16",Cryptocurrency,N/A,Delivered
ORD-1385,CUST-333,2023-04-25,Houston,Home & Kitchen,7,519.77 USD,0,"$3,638.39",Cryptocurrency,1,In Transit
ORD-1293,CUST-265,12/18/2023,los angeles,Books,2,$681.80,5%,1295.42,N/A,N/A,delivered
ORD-1413,CUST-143,04-Nov-2023,  Chicago  ,Electronics,9999,$590.73,0.15,5020702.88,Credit Card,10,delivered
ORD-1491,CUST-292,2023/06/11 00:00:00,LA,N/A,1,€567.27,0.2,$453.82,credit card,2,UNKNOWN
ORD-1343,CUST-138,07/12/2023,LA,Books,6,113.69 USD,0.3,,Cryptocurrency,4.5,Pending
ORD-1257,CUST-129,22-Jan-2023,NEW YORK,Home & Kitchen,6,€733.85,0%,"$4,403.10",Cryptocurrency,5,Returned
ORD-1308,CUST-216,2023-08-31,Seattle,Home & Kitchen,7,$96.10,20%,$538.16,PayPal,1,Cancelled
ORD-1149,CUST-216,01-Jun-2023,miami,Fashion & Apparel,6,€328.11,5%,1870.23,credit card,1,UNKNOWN
ORD-1130,CUST-326,15-Feb-2023,houston,Fashion & Apparel,2,544.5 USD,5%,"$1,034.55",Apple Pay,3.5,Pending
ORD-1151,CUST-224,2023/02/27 00:00:00,chicago,Books,9999,€653.22,0.25,"$4,898,660.08",paypal,4.5,UNKNOWN
ORD-1359,CUST-182,2023-10-25,Houston,Beauty & Care,8,$228.94,0.25,"$1,373.64",PayPal,4.5,In Transit
ORD-1099,CUST-210,"Nov 30, 2023",NY,Books,7,727.01 USD,20%,"$4,071.26",paypal,4.5,Delivered
ORD-1372,CUST-224,01/04/2023,CHICAGO,Beauty & Care,3,€409.27,5%,"$1,166.42",paypal,4,Returned
ORD-1087,CUST-174,"Apr 30, 2023",miami,Books,3,739.49 USD,0.2,"$1,774.78",Apple Pay,?,UNKNOWN
ORD-1458,CUST-242,11/09/2023,  Chicago  ,Books,4,483.72 USD,0.1,1741.39,Cryptocurrency,2,delivered
ORD-1330,CUST-231,2023-10-07,new york,Electronics,-1,$260.31,0.25,195.23,N/A,10,Cancelled
ORD-1214,CUST-251,2023/04/14 00:00:00,Seattle,Books,2,82.03 USD,0.25,$123.05,apple pay,null,Returned
ORD-1466,CUST-266,01-May-2023,miami,Sports & Fitness,2,$327.89,0,655.78,Credit Card,4.5,
ORD-1121,CUST-263,2023-07-21,NEW YORK,Books,6,695.64 USD,15%,3547.76,PayPal,3,UNKNOWN
ORD-1030,?,"Dec 19, 2023",houston,Home & Kitchen,2,520.23 USD,25%,$780.35,Debit,2,Cancelled
ORD-1020,CUST-170,2023-08-14,chicago,Home & Kitchen,3,184.98 USD,15%,$471.70,Credit Card,4,
ORD-1071,CUST-283,13-Jun-2023,los angeles,Home & Kitchen,8,$105.05,0%,840.40,PayPal,4.5,Returned
ORD-1106,CUST-308,"Jul 16, 2023",Los Angeles,Books,8,137.93 USD,0,1103.44,Apple Pay,1,Cancelled
ORD-1270,CUST-296,"Oct 25, 2023",CHICAGO,Books,7,$740.83,15%,"$4,407.94",credit card,4,Delivered
ORD-1435,CUST-289,2023/03/24 00:00:00,new york,Fashion & Apparel,2,164.6 USD,0.15,279.82,N/A,5,
ORD-1102,CUST-218,"Dec 14, 2023",Los Angeles,Electronics,2,$100.31,0.1,$180.56,Apple Pay,3.5,delivered
